1,Energy,0.29,premium
1,Energy,0.23,risk
1,Energy,0.46,tulsa
1,Energy,0.23,choice
1,Energy,0.29,servicing
1,Energy,0.14,school
1,Energy,0.46,aliphatic
2,Energy,0.46,nasdaq
4,Energy,1.16,sand
1,Energy,0.23,excellence
1,Energy,0.29,depository
1,Energy,0.46,producting
1,Energy,0.46,hawk
1,Energy,0.46,methane
2,Energy,0.92,trend
6,Energy,2.76,onshore
1,Energy,0.14,rate
3,Energy,0.43,cost
2,Energy,0.0,design
1,Energy,0.46,enhancement
2,Energy,0.0,investment
6,Energy,0.0,business
1,Energy,0.46,epumper
1,Energy,0.0,cell
1,Energy,0.0,capital
1,Energy,0.29,method
1,Energy,0.46,scada
3,Energy,0.0,transportation
1,Energy,0.46,invoicing
1,Energy,0.0,estate
3,Energy,0.0,water
1,Energy,0.29,path
1,Energy,0.29,buck
1,Energy,0.46,casing
1,Energy,0.29,talent
1,Energy,0.46,caltex
6,Energy,0.0,provider
1,Energy,0.29,guide
1,Energy,0.46,presalt
1,Energy,0.29,california
1,Energy,0.46,hercule
1,Energy,0.23,partnering
1,Energy,0.46,hydrofracking
1,Energy,0.29,motor
1,Energy,0.46,buildup
5,Energy,0.0,market
1,Energy,0.46,crewboat
1,Energy,0.14,century
8,Energy,2.32,petroleum
2,Energy,0.58,governance
1,Energy,0.46,invoices
7,Energy,0.0,asset
1,Energy,0.46,fbhp
1,Energy,0.0,today
1,Energy,0.46,hydro
1,Energy,0.46,annulu
1,Energy,0.23,diamond
31,Energy,0.0,company
1,Energy,0.23,emission
1,Energy,0.23,plant
3,Energy,0.43,fuel
1,Energy,0.46,exco
1,Energy,0.46,hole
1,Energy,0.0,customer
1,Energy,0.14,account
2,Energy,0.58,room
1,Energy,0.14,challenge
4,Energy,0.0,work
2,Energy,0.92,gasoline
3,Energy,0.87,midstream
1,Energy,0.14,drill
2,Energy,0.58,oilfield
2,Energy,0.0,control
2,Energy,0.0,process
4,Energy,0.58,producer
1,Energy,0.46,sample
1,Energy,0.29,hydrogen
1,Energy,0.29,rescue
2,Energy,0.0,information
4,Energy,1.16,recovery
1,Energy,0.29,stewardship
1,Energy,0.46,switchgear
1,Energy,0.0,chemical
1,Energy,0.46,mmcf
2,Energy,0.46,answer
1,Energy,0.0,stock
8,Energy,0.0,product
1,Energy,0.46,frac
2,Energy,0.92,neighbor
1,Energy,0.46,smartgrid
1,Energy,0.23,sustainability
1,Energy,0.14,monitoring
